Web Sku,PTS Sku,AKW Sku,Plumb Sku,Merinals,MPN,Description,Price Check
PSSTCK160240,STCK160240,,271272,,143760,Stelrad Compact - Single Panel -  Single Convector 600mm x 2400mm,yes
PSSTCK160260,STCK160260,,271278,,143761,Stelrad Compact - Single Panel -  Single Convector 600mm x 2600mm,
PSSTCK160280,STCK160280,,271284,,143762,Stelrad Compact - Single Panel -  Single Convector 600mm x 2800mm,yes
PSSTCK160300,STCK160300,,271290,,143763,Stelrad Compact - Single Panel -  Single Convector 600mm x 3000mm,
PSSTCK17040,STCK17040,,,,143812,Stelrad Compact - Single Panel -  Single Convector 700mm x 400mm,yes
PSSTCK17050,STCK17050,,,,143813,Stelrad Compact - Single Panel -  Single Convector 700mm x 500mm,
PSSTCK17060,STCK17060,,,,143814,Stelrad Compact - Single Panel -  Single Convector 700mm x 600mm,yes
PSSTCK17070,STCK17070,,,,143815,Stelrad Compact - Single Panel -  Single Convector 700mm x 700mm,
PSSTCK17080,STCK17080,,,,143816,Stelrad Compact - Single Panel -  Single Convector 700mm x 800mm,yes
PSSTCK17090,STCK17090,,,,143817,Stelrad Compact - Single Panel -  Single Convector 700mm x 900mm,
PSSTCK170100,STCK170100,,,,143818,Stelrad Compact - Single Panel -  Single Convector 700mm x 1000mm,yes
PSSTCK170110,STCK170110,,,,143819,Stelrad Compact - Single Panel -  Single Convector 700mm x 1100mm,
PSSTCK170120,STCK170120,,,,143820,Stelrad Compact - Single Panel -  Single Convector 700mm x 1200mm,yes
PSSTCK170140,STCK170140,,271342,,143821,Stelrad Compact - Single Panel -  Single Convector 700mm x 1400mm,
PSSTCK170160,STCK170160,,,,143822,Stelrad Compact - Single Panel -  Single Convector 700mm x 1600mm,yes
PSSTCK170180,STCK170180,,271354,,143823,Stelrad Compact - Single Panel -  Single Convector 700mm x 1800mm,
PSSTCK170200,STCK170200,,271360,,143824,Stelrad Compact - Single Panel -  Single Convector 700mm x 2000mm,yes
PSSTCK170220,STCK170220,,271366,,143825,Stelrad Compact - Single Panel -  Single Convector 700mm x 2200mm,
PSSTCK170240,STCK170240,,271372,,143826,Stelrad Compact - Single Panel -  Single Convector 700mm x 2400mm,yes
PSSTCK170260,STCK170260,,271378,,143827,Stelrad Compact - Single Panel -  Single Convector 700mm x 2600mm,
PSSTCK170280,STCK170280,,271384,,143828,Stelrad Compact - Single Panel -  Single Convector 700mm x 2800mm,yes
PSSTCK170300,STCK170300,,271390,,143829,Stelrad Compact - Single Panel -  Single Convector 700mm x 3000mm,
PSSTCK23050,STCK23050,,,,143662,Stelrad Compact - Double Panel -  Double Convector 300mm x 500mm,yes
PSSTCK230100,STCK230100,,,,143663,Stelrad Compact - Double Panel -  Double Convector 300mm x 1000mm,
PSSTCK230150,STCK230150,,,,143664,Stelrad Compact - Double Panel -  Double Convector 300mm x 1500mm,yes
PSSTCK230200,STCK230200,,,,143665,Stelrad Compact - Double Panel -  Double Convector 300mm x 2000mm,
PSSTCK230250,STCK230250,,271475,,143666,Stelrad Compact - Double Panel -  Double Convector 300mm x 2500mm,yes
PSSTCK230300,STCK230300,,271490,,143667,Stelrad Compact - Double Panel -  Double Convector 300mm x 3000mm,
PSSTCK24540,STCK24540,,,,143716,Stelrad Compact - Double Panel -  Double Convector 450mm x 400mm,yes
PSSTCK24550,STCK24550,,,,143717,Stelrad Compact - Double Panel -  Double Convector 450mm x 500mm,
PSSTCK24560,STCK24560,,,,143718,Stelrad Compact - Double Panel -  Double Convector 450mm x 600mm,yes
PSSTCK24570,STCK24570,,,,143719,Stelrad Compact - Double Panel -  Double Convector 450mm x 700mm,
PSSTCK24580,STCK24580,,,,143720,Stelrad Compact - Double Panel -  Double Convector 450mm x 800mm,yes
PSSTCK24590,STCK24590,,,,143721,Stelrad Compact - Double Panel -  Double Convector 450mm x 900mm,
PSSTCK245100,STCK245100,,,,143722,Stelrad Compact - Double Panel -  Double Convector 450mm x 1000mm,yes
PSSTCK245110,STCK245110,,,,143723,Stelrad Compact - Double Panel -  Double Convector 450mm x 1100mm,
PSSTCK245120,STCK245120,,,,143724,Stelrad Compact - Double Panel -  Double Convector 450mm x 1200mm,yes
PSSTCK245140,STCK245140,,,,143725,Stelrad Compact - Double Panel -  Double Convector 450mm x 1400mm,
PSSTCK245160,STCK245160,,271548,,143726,Stelrad Compact - Double Panel -  Double Convector 450mm x 1600mm,yes
PSSTCK245180,STCK245180,,271554,,143727,Stelrad Compact - Double Panel -  Double Convector 450mm x 1800mm,
PSSTCK245200,STCK245200,,271560,,143728,Stelrad Compact - Double Panel -  Double Convector 450mm x 2000mm,yes
PSSTCK245220,STCK245220,,271566,,143729,Stelrad Compact - Double Panel -  Double Convector 450mm x 2200mm,
PSSTCK245240,STCK245240,,271572,,143730,Stelrad Compact - Double Panel -  Double Convector 450mm x 2400mm,yes
PSSTCK245260,STCK245260,,271578,,143731,Stelrad Compact - Double Panel -  Double Convector 450mm x 2600mm,
PSSTCK245280,STCK245280,,271584,,143732,Stelrad Compact - Double Panel -  Double Convector 450mm x 2800mm,yes
PSSTCK245300,STCK245300,,271590,,143733,Stelrad Compact - Double Panel -  Double Convector 450mm x 3000mm,
PSSTCK26040,STCK26040,,,,143782,Stelrad Compact - Double Panel -  Double Convector 600mm x 400mm,yes
PSSTCK26050,STCK26050,,,,143783,Stelrad Compact - Double Panel -  Double Convector 600mm x 500mm,
PSSTCK26060,STCK26060,,,,143784,Stelrad Compact - Double Panel -  Double Convector 600mm x 600mm,yes
PSSTCK26070,STCK26070,,,,143785,Stelrad Compact - Double Panel -  Double Convector 600mm x 700mm,
PSSTCK26080,STCK26080,,,,143786,Stelrad Compact - Double Panel -  Double Convector 600mm x 800mm,yes
PSSTCK26090,STCK26090,,,,143787,Stelrad Compact - Double Panel -  Double Convector 600mm x 900mm,
PSSTCK260100,STCK260100,,,,143788,Stelrad Compact - Double Panel -  Double Convector 600mm x 1000mm,yes
PSSTCK260110,STCK260110,,,,143789,Stelrad Compact - Double Panel -  Double Convector 600mm x 1100mm,
PSSTCK260120,STCK260120,,271636,,143790,Stelrad Compact - Double Panel -  Double Convector 600mm x 1200mm,yes
PSSTCK260140,STCK260140,,271642,,143791,Stelrad Compact - Double Panel -  Double Convector 600mm x 1400mm,
PSSTCK260160,STCK260160,,271648,,143792,Stelrad Compact - Double Panel -  Double Convector 600mm x 1600mm,yes
PSSTCK260180,STCK260180,,271654,,143793,Stelrad Compact - Double Panel -  Double Convector 600mm x 1800mm,
PSSTCK260200,STCK260200,,271660,,143794,Stelrad Compact - Double Panel -  Double Convector 600mm x 2000mm,yes
PSSTCK260220,STCK260220,,271666,,143795,Stelrad Compact - Double Panel -  Double Convector 600mm x 2200mm,
PSSTCK260240,STCK260240,,271672,,143796,Stelrad Compact - Double Panel -  Double Convector 600mm x 2400mm,yes
PSSTCK260260,STCK260260,,271678,,143797,Stelrad Compact - Double Panel -  Double Convector 600mm x 2600mm,
PSSTCK260280,STCK260280,,271684,,143798,Stelrad Compact - Double Panel -  Double Convector 600mm x 2800mm,yes
PSSTCK260300,STCK260300,,271690,,143799,Stelrad Compact - Double Panel -  Double Convector 600mm x 3000mm,
PSSTCK27040,STCK27040,,,,143848,Stelrad Compact - Double Panel -  Double Convector 700mm x 400mm,yes
PSSTCK27050,STCK27050,,,,143849,Stelrad Compact - Double Panel -  Double Convector 700mm x 500mm,
PSSTCK27060,STCK27060,,,,143850,Stelrad Compact - Double Panel -  Double Convector 700mm x 600mm,yes
PSSTCK27070,STCK27070,,,,143851,Stelrad Compact - Double Panel -  Double Convector 700mm x 700mm,
PSSTCK27080,STCK27080,,,,143852,Stelrad Compact - Double Panel -  Double Convector 700mm x 800mm,yes
PSSTCK27090,STCK27090,,,,143853,Stelrad Compact - Double Panel -  Double Convector 700mm x 900mm,
PSSTCK270100,STCK270100,,,,143854,Stelrad Compact - Double Panel -  Double Convector 700mm x 1000mm,yes
PSSTCK270110,STCK270110,,271733,,143855,Stelrad Compact - Double Panel -  Double Convector 700mm x 1100mm,
PSSTCK270120,STCK270120,,271736,,143856,Stelrad Compact - Double Panel -  Double Convector 700mm x 1200mm,yes
PSSTCK270140,STCK270140,,271742,,143857,Stelrad Compact - Double Panel -  Double Convector 700mm x 1400mm,
PSSTCK270160,STCK270160,,271748,,143858,Stelrad Compact - Double Panel -  Double Convector 700mm x 1600mm,yes
PSSTCK270180,STCK270180,,271754,,143859,Stelrad Compact - Double Panel -  Double Convector 700mm x 1800mm,
PSSTCK270220,STCK270220,,271766,,143861,Stelrad Compact - Double Panel -  Double Convector 700mm x 2200mm,yes
PSSTCK270240,STCK270240,,271772,,143862,Stelrad Compact - Double Panel -  Double Convector 700mm x 2400mm,
PSSTCK270260,STCK270260,,271778,,143863,Stelrad Compact - Double Panel -  Double Convector 700mm x 2600mm,yes
PSSTCK270280,STCK270280,,271784,,143864,Stelrad Compact - Double Panel -  Double Convector 700mm x 2800mm,
PSSTCK270300,STCK270300,,271790,,143865,Stelrad Compact - Double Panel -  Double Convector 700mm x 3000mm,yes
PSSTCK330100,STCK330100,,276261,,3033310,Stelrad Compact - Triple Panel -  Triple Convector 300mm x 1000mm,
PSSTCK330200,STCK330200,,276262,,3033320,Stelrad Compact - Triple Panel -  Triple Convector 300mm x 2000mm ,yes
PSSTCK35060,STCK35060,,,,3053306,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 600mm,
PSSTCK35070,STCK35070,,276264,,3053307,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 700mm,yes
PSSTCK35080,STCK35080,,276265,,3053308,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 800mm,
PSSTCK35090,STCK35090,,276266,,3053309,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 900mm,yes
PSSTCK350100,STCK350100,,276267,,3053310,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1000mm,
PSSTCK350110,STCK350110,,276268,,3053311,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1100mm,yes
PSSTCK350120,STCK350120,,276269,,3053312,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1200mm,
PSSTCK350140,STCK350140,,276270,,3053314,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1400mm,yes
PSSTCK350160,STCK350160,,276271,,3053316,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1600mm,
PSSTCK350180,STCK350180,,276272,,3053318,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 1800mm,yes
PSSTCK350200,STCK350200,,276273,,3053320,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 2000mm,
PSSTCK350240,STCK350240,,276274,,3053324,Stelrad Compact - Triple Panel -  Triple Convector 500mm x 2400mm,yes
PSSTCK36040,STCK36040,,,,3063304,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 400mm,
PSSTCK36050,STCK36050,,,,3063305,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 500mm,yes
PSSTCK36060,STCK36060,,276277,,3063306,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 600mm,
PSSTCK36070,STCK36070,,276278,,3063307,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 700mm,yes
PSSTCK36080,STCK36080,,276279,,3063308,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 800mm,
PSSTCK36090,STCK36090,,276280,,3063309,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 900mm,yes
PSSTCK360100,STCK360100,,276281,,3063310,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1000mm,
PSSTCK360110,STCK360110,,276282,,3063311,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1100mm,yes
PSSTCK360120,STCK360120,,276283,,3063312,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1200mm,
PSSTCK360140,STCK360140,,276284,,3063314,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1400mm,yes
PSSTCK360160,STCK360160,,276285,,3063316,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1600mm,
PSSTCK360180,STCK360180,,276286,,3063318,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 1800mm,yes
PSSTCK360200,STCK360200,,276287,,3063320,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 2000mm,
PSSTCK360240,STCK360240,,276288,,3063324,Stelrad Compact - Triple Panel -  Triple Convector 600mm x 2400mm,yes
PSSTCK37050,STCK37050,,276289,,3073305,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 500mm,
PSSTCK37060,STCK37060,,,,3073306,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 600mm,yes
PSSTCK37070,STCK37070,,276291,,3073307,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 700mm,
PSSTCK37080,STCK37080,,,,3073308,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 800mm,yes
PSSTCK37090,STCK37090,,276293,,3073309,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 900mm,
PSSTCK370100,STCK370100,,276294,,3073310,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1000mm,yes
PSSTCK370110,STCK370110,,276295,,3073311,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1100mm,
PSSTCK370120,STCK370120,,276296,,3073312,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1200mm,yes
PSSTCK370140,STCK370140,,276297,,3073314,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1400mm,
PSSTCK370160,STCK370160,,276298,,3073316,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1600mm,yes
PSSTCK370180,STCK370180,,276299,,3073318,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 1800mm,
PSSTCK370200,STCK370200,,276300,,3073320,Stelrad Compact - Triple Panel -  Triple Convector 700mm x 2000mm,yes
PSSTCP14540,STCP14540,,272212,,143668,Stelrad Compact - Single Panel  450mm x 400mm,
PSSTCP14550,STCP14550,,272215,,143669,Stelrad Compact - Single Panel  450mm x 500mm,yes
PSSTCP14560,STCP14560,,272221,,143670,Stelrad Compact - Single Panel  450mm x 600mm,
PSSTCP14570,STCP14570,,272221,,143671,Stelrad Compact - Single Panel  450mm x 700mm,yes
PSSTCP14580,STCP14580,,272224,,143672,Stelrad Compact - Single Panel  450mm x 800mm,
PSSTCP14590,STCP14590,,272227,,143673,Stelrad Compact - Single Panel  450mm x 900mm,yes
PSSTCP145100,STCP145100,,272230,,143674,Stelrad Compact - Single Panel  450mm x 1000mm,
PSSTCP145120,STCP145120,,272236,,143675,Stelrad Compact - Single Panel  450mm x 1200mm,yes
PSSTCP145140,STCP145140,,272242,,143676,Stelrad Compact - Single Panel  450mm x 1400mm,
PSSTCP145160,STCP145160,,272248,,143677,Stelrad Compact - Single Panel  450mm x 1600mm,yes
PSSTCP16040,STCP16040,,272312,,143734,Stelrad Compact - Single Panel  600mm x 400mm,
PSSTCP16050,STCP16050,,272315,,143735,Stelrad Compact - Single Panel  600mm x 500mm,yes
PSSTCP16060,STCP16060,,272318,,143736,Stelrad Compact - Single Panel  600mm x 600mm,
PSSTCP16070,STCP16070,,272321,,143737,Stelrad Compact - Single Panel  600mm x 700mm,yes
PSSTCP16080,STCP16080,,272324,,143738,Stelrad Compact - Single Panel  600mm x 800mm,
PSSTCP16090,STCP16090,,272327,,143739,Stelrad Compact - Single Panel  600mm x 900mm,yes
PSSTCP160100,STCP160100,,272330,,143740,Stelrad Compact - Single Panel  600mm x 1000mm,
PSSTCP160120,STCP160120,,272336,,143741,Stelrad Compact - Single Panel  600mm x 1200mm,yes
PSSTCP160140,STCP160140,,272342,,143742,Stelrad Compact - Single Panel  600mm x 1400mm,
PSSTCP160160,STCP160160,,272348,,143743,Stelrad Compact - Single Panel  600mm x 1600mm,yes
PSSTCP+3050,STCP+3050,,271815,,143656,Stelrad Compact - Double Panel  -  Single Convector 300mm x 500mm,
PSSTCP+30100,STCP+30100,,271830,,143657,Stelrad Compact - Double Panel  -  Single Convector 300mm x 1000mm,yes
PSSTCP+30150,STCP+30150,,271845,,143658,Stelrad Compact - Double Panel  -  Single Convector 300mm x 1500mm,
PSSTCP+30200,STCP+30200,,271860,,143659,Stelrad Compact - Double Panel  -  Single Convector 300mm x 2000mm,yes
PSSTCP+30250,STCP+30250,,271875,,143660,Stelrad Compact - Double Panel  -  Single Convector 300mm x 2500mm,
PSSTCP+30300,STCP+30300,,271890,,143661,Stelrad Compact - Double Panel  -  Single Convector 300mm x 3000mm,yes
PSSTCP+4540,STCP+4540,,271912,,143698,Stelrad Compact - Double Panel  -  Single Convector 450mm x 400mm,
PSSTCP+4550,STCP+4550,,271915,,143699,Stelrad Compact - Double Panel  -  Single Convector 450mm x 500mm,yes
PSSTCP+4560,STCP+4560,,271918,,143700,Stelrad Compact - Double Panel  -  Single Convector 450mm x 600mm,
PSSTCP+4570,STCP+4570,,271921,,143701,Stelrad Compact - Double Panel  -  Single Convector 450mm x 700mm,yes
PSSTCP+4580,STCP+4580,,271924,,143702,Stelrad Compact - Double Panel  -  Single Convector 450mm x 800mm,
PSSTCP+4590,STCP+4590,,271927,,143703,Stelrad Compact - Double Panel  -  Single Convector 450mm x 900mm,yes
PSSTCP+45100,STCP+45100,,271930,,143704,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1000mm,
PSSTCP+45110,STCP+45110,,271933,,143705,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1100mm,yes
PSSTCP+45120,STCP+45120,,271936,,143706,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1200mm,
PSSTCP+45140,STCP+45140,,271942,,143707,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1400mm,yes
PSSTCP+45160,STCP+45160,,271948,,143708,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1600mm,
PSSTCP+45180,STCP+45180,,271954,,143709,Stelrad Compact - Double Panel  -  Single Convector 450mm x 1800mm,yes
PSSTCP+45200,STCP+45200,,271960,,143710,Stelrad Compact - Double Panel  -  Single Convector 450mm x 2000mm,
PSSTCP+45220,STCP+45220,,271966,,143711,Stelrad Compact - Double Panel  -  Single Convector 450mm x 2200mm,yes
PSSTCP+45240,STCP+45240,,271972,,143712,Stelrad Compact - Double Panel  -  Single Convector 450mm x 2400mm,
PSSTCP+45260,STCP+45260,,271978,,143713,Stelrad Compact - Double Panel  -  Single Convector 450mm x 2600mm,yes
PSSTCP+45280,STCP+45280,,271984,,143714,Stelrad Compact - Double Panel  -  Single Convector 450mm x 2800mm,
PSSTCP+45300,STCP+45300,,271990,,143715,Stelrad Compact - Double Panel  -  Single Convector 450mm x 3000mm,yes
PSSTCP+6040,STCP+6040,,272012,,143764,Stelrad Compact - Double Panel  -  Single Convector 600mm x 400mm,
PSSTCP+6050,STCP+6050,,272015,,143765,Stelrad Compact - Double Panel  -  Single Convector 600mm x 500mm,yes
PSSTCP+6060,STCP+6060,,272018,,143766,Stelrad Compact - Double Panel  -  Single Convector 600mm x 600mm,
PSSTCP+6070,STCP+6070,,272021,,143767,Stelrad Compact - Double Panel  -  Single Convector 600mm x 700mm,yes
PSSTCP+6080,STCP+6080,,272024,,143768,Stelrad Compact - Double Panel  -  Single Convector 600mm x 800mm,
PSSTCP+6090,STCP+6090,,272027,,143769,Stelrad Compact - Double Panel  -  Single Convector 600mm x 900mm,yes
PSSTCP+60100,STCP+60100,,272030,,143770,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1000mm,
PSSTCP+60110,STCP+60110,,272033,,143771,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1100mm,yes
PSSTCP+60120,STCP+60120,,272036,,143772,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1200mm,
PSSTCP+60140,STCP+60140,,272042,,143773,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1400mm,yes
PSSTCP+60160,STCP+60160,,272048,,143774,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1600mm,
PSSTCP+60180,STCP+60180,,272054,,143775,Stelrad Compact - Double Panel  -  Single Convector 600mm x 1800mm,yes
PSSTCP+60200,STCP+60200,,272060,,143776,Stelrad Compact - Double Panel  -  Single Convector 600mm x 2000mm,
PSSTCP+60220,STCP+60220,,272066,,143777,Stelrad Compact - Double Panel  -  Single Convector 600mm x 2200mm,yes
PSSTCP+60240,STCP+60240,,272072,,143778,Stelrad Compact - Double Panel  -  Single Convector 600mm x 2400mm,
PSSTCP+60260,STCP+60260,,272078,,143779,Stelrad Compact - Double Panel  -  Single Convector 600mm x 2600mm,yes
PSSTCP+60280,STCP+60280,,272084,,143780,Stelrad Compact - Double Panel  -  Single Convector 600mm x 2800mm,
PSSTCP+60300,STCP+60300,,272090,,143781,Stelrad Compact - Double Panel  -  Single Convector 600mm x 3000mm,yes
PSSTCP+7040,STCP+7040,,272112,,143830,Stelrad Compact - Double Panel  -  Single Convector 700mm x 400mm,
PSSTCP+7050,STCP+7050,,272115,,143831,Stelrad Compact - Double Panel  -  Single Convector 700mm x 500mm,yes
PSSTCP+7060,STCP+7060,,272118,,143832,Stelrad Compact - Double Panel  -  Single Convector 700mm x 600mm,
PSSTCP+7070,STCP+7070,,272121,,143833,Stelrad Compact - Double Panel  -  Single Convector 700mm x 700mm,yes
PSSTCP+7080,STCP+7080,,272124,,143834,Stelrad Compact - Double Panel  -  Single Convector 700mm x 800mm,
PSSTCP+7090,STCP+7090,,272127,,143835,Stelrad Compact - Double Panel  -  Single Convector 700mm x 900mm,yes
PSSTCP+70100,STCP+70100,,272130,,143836,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1000mm,
PSSTCP+70110,STCP+70110,,272133,,143837,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1100mm,yes
PSSTCP+70120,STCP+70120,,272136,,143838,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1200mm,
PSSTCP+70140,STCP+70140,,272142,,143839,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1400mm,yes
PSSTCP+70160,STCP+70160,,272148,,143840,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1600mm,
PSSTCP+70180,STCP+70180,,272154,,143841,Stelrad Compact - Double Panel  -  Single Convector 700mm x 1800mm,yes
PSSTCP+70200,STCP+70200,,272160,,143842,Stelrad Compact - Double Panel  -  Single Convector 700mm x 2000mm,
PSSTCP+70220,STCP+70220,,272166,,143843,Stelrad Compact - Double Panel  -  Single Convector 700mm x 2200mm,yes
PSSTCP+70240,STCP+70240,,272172,,143844,Stelrad Compact - Double Panel  -  Single Convector 700mm x 2400mm,
PSSTCP+70260,STCP+70260,,272178,,143845,Stelrad Compact - Double Panel  -  Single Convector 700mm x 2600mm,yes
PSSTCP+70280,STCP+70280,,272184,,143846,Stelrad Compact - Double Panel  -  Single Convector 700mm x 2800mm,
PSSTCP+70300,STCP+70300,,272190,,143847,Stelrad Compact - Double Panel  -  Single Convector 700mm x 3000mm,yes
WS212773,,,212773,,2218000400V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 1800mm x 400mm ,
WS212774,,,212774,,2218000600V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 1800mm x 600mm ,yes
WS212775,,,212775,,2218000700V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 1800mm x 700mm ,
WS212776,,,212776,,2220000400V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2000mm x 400mm ,yes
WS212777,,,212777,,2220000500V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2000mm x 500mm ,
WS212778,,,212778,,2220000600V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2000mm x 600mm ,yes
WS212779,,,212779,,2220000700V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2000mm x 700mm ,
WS212780,,,212780,,2222000300V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2200mm x 300mm ,yes
WS212781,,,212781,,2222000400V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2200mm x 400mm ,
WS212782,,,212782,,2222000500V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2200mm x 500mm ,yes
WS212783,,,212783,,2222000600V2,Stelrad Compact Vertical Vertex Double Panel - Double Convector 2200mm x 600mm ,
PSEK1315,EK1315,,200015,,8430,Stelrad Elite - Single Panel - Single Convector 300mm x 500mm,yes
PSEK1330,EK1330,,200030,,8431,Stelrad Elite - Single Panel - Single Convector 300mm x 1000mm,
PSEK1345,EK1345,,200045,,8432,Stelrad Elite - Single Panel - Single Convector 300mm x 1500mm,yes
PSEK1360,EK1360,,200060,,8433,Stelrad Elite - Single Panel - Single Convector 300mm x 2000mm,
PSEK1375,EK1375,,200075,,8434,Stelrad Elite - Single Panel - Single Convector 300mm x 2500mm,yes
PSEK1390,EK1390,,200090,,8435,Stelrad Elite - Single Panel - Single Convector 300mm x 3000mm,
PSEK1412,EK1412,,200112,,8461,Stelrad Elite - Single Panel - Single Convector 450mm x 400mm,yes
PSEK1415,EK1415,,200115,,8462,Stelrad Elite - Single Panel - Single Convector 450mm x 500mm,
PSEK1418,EK1418,,200118,,8463,Stelrad Elite - Single Panel - Single Convector 450mm x 600mm,yes
PSEK1421,EK1421,,200121,,8464,Stelrad Elite - Single Panel - Single Convector 450mm x 700mm,
PSEK1424,EK1424,,200124,,8465,Stelrad Elite - Single Panel - Single Convector 450mm x 800mm,yes
